tea_cdn,isd_name,county,category,reason,seated,board_size,seat_structure,jurisdiction_id,website,board_page_result_url,board_page_result_title,board_page_domain_match,Seat mapping
246911,Taylor ISD Board of Trustees,Williamson County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:taylor/school,http://www.taylorisd.org,https://taylorisd.org/board-of-trustees-home,Taylor ISD Board of Trustees,Yes,
14909,Temple ISD Board of Trustees,Bell County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:temple/school,http://www.tisd.org,https://www.tisd.org/apps/pages/index.jsp?type=d&uREC_ID=340056&pREC_ID=770557,Board of Trustees – Temple Independent School District,Yes,
129906,Terrell ISD Board of Trustees,Kaufman County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:terrell/school,http://www.terrellisd.org,https://www.terrellisd.org/page/board-of-trustees,Board of Trustees | Terrell Independent School District,Yes,
19907,Texarkana ISD Board of Trustees,Bowie County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:texarkana/school,http://www.txkisd.net,https://www.txkisd.net/board-of-trustees,Board of Trustees - Texarkana Independent School District,Yes,
84906,Texas City ISD Board of Trustees,Galveston County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=1, smd_seats=6 (districts [1, 2, 3, 4, 5, 6]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:texas-city/school,http://www.tcisd.org,https://www.tcisd.org/school-board,School Board - Texas City Independent School District,Yes,
219903,Tulia ISD Board of Trustees,Swisher County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:tulia/school,http://www.tuliaisd.net/,https://www.tuliaisd.net/page/school-board,School Board - Tulia Independent School District,Yes,
212905,Tyler ISD Board of Trustees,Smith County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:tyler/school,http://www.tylerisd.org,https://www.tylerisd.org/page/school-board,Tyler ISD School Board | Leadership & Governance,Yes,
240903,United ISD Board of Trustees,Webb County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:united/school,http://www.uisd.net,https://www.uisd.net/board-of-trustees,Board Of Trustees Home - United ISD,Yes,
235902,Victoria ISD Board of Trustees,Victoria County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:victoria/school,http://www.visd.net,https://www.visd.net/page/school-board,School Board - Victoria Independent School District,Yes,
161914,Waco ISD Board of Trustees,Mclennan County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:waco/school,http://www.wacoisd.org,https://www.wacoisd.org/board/board-of-trustees,Board of Trustees - Waco ISD,Yes,
1908,Westwood ISD Board of Trustees,Anderson County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:westwood/school,http://www.westwoodisd.net,https://www.westwoodisd.net/board-of-trustees/board-election,Board Election - Westwood Independent School District,Yes,
243905,Wichita Falls ISD Board of Trustees,Wichita County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:wichita-falls/school,http://www.wfisd.net,https://www.wfisd.net/about-wfisd/school-board,School Board - Wichita Falls Independent School District,Yes,
200904,Winters ISD Board of Trustees,Runnels County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:winters/school,http://www.wintersisd.org,https://www.wintersisd.org/page/school-board,School Board - Winters ISD,Yes,
71905,Ysleta ISD Board of Trustees,El Paso County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:ysleta/school,http://www.yisd.net,https://www.yisd.net/o/yisd/page/board-of-trustees,Board of Trustees - Ysleta ISD,Yes,
253901,Zapata County ISD Board of Trustees,Zapata County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:zapata-county/school,http://www.zcisd.org,https://zcisd.org/board-members,Board Members - Zapata County ISD,Yes,
