municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Somerville,somerville-ma/mayor,1,Jake Wilson,verified-current,https://www.somervillema.gov/official/mayor,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/planning-board-member,3,Robert Riggs,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/planning-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/planning-board-member,4,James Labrie,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/planning-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/planning-board-member,5,Mark Darnold,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/planning-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/norris-school-committee-member,1,Dylan Mawdsley,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-hrhs,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/norris-school-committee-member,2,Jennifer Johnson,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-hrhs,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/norris-school-committee-member,3,,unresolved-current-holder,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-hrhs,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/norris-school-committee-member,4,,unresolved-current-holder,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-hrhs,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/norris-school-committee-member,5,,unresolved-current-holder,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-hrhs,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/hampshire-regional-school-committee-southampton-member,1,Carol Barcomb,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-norris,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/hampshire-regional-school-committee-southampton-member,2,Lori Wayson,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-norris,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/hampshire-regional-school-committee-southampton-member,3,,unresolved-current-holder,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-norris,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/hampshire-regional-school-committee-southampton-member,4,,unresolved-current-holder,https://www.townofsouthampton.org/government/boards-and-committees/school-committee-norris,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/select-board-member,1,Jon Lumbra,verified-current,https://www.townofsouthampton.org/government/select-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/select-board-member,2,Chris Fowles,verified-current,https://www.townofsouthampton.org/government/select-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/select-board-member,3,Doug Hamel,verified-current,https://www.townofsouthampton.org/government/select-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/select-board-member,4,Charlie Kaniecki,verified-current,https://www.townofsouthampton.org/government/select-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/select-board-member,5,,explicit-vacancy,https://www.townofsouthampton.org/government/select-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/town-clerk,1,Lucille A. Dalton,verified-current,https://www.townofsouthampton.org/government/administration/town-clerk,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/treasurer-collector,1,Meghan C. Kane,verified-current,https://www.townofsouthampton.org/government/administration/treasurercollector,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/moderator,1,Robert Floyd,verified-current,https://www.townofsouthampton.org/government/administration/town-moderator,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/tree-warden,1,,unresolved-current-holder,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,"The office remains in the elected-official roster, but the 2026-expiring holder is not stale-carried without post-election confirmation."
Southampton,southampton-ma/water-commissioner,1,Tim Gaudet,verified-current,https://www.townofsouthampton.org/government/administration/water,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/water-commissioner,2,John Workman,verified-current,https://www.townofsouthampton.org/government/administration/water,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/water-commissioner,3,Charles Kaniecki,verified-current,https://www.townofsouthampton.org/government/administration/water,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/town-clerk,1,James F. Hegarty,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-assessors-member,1,Jeffrey W. Klein,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-assessors-member,2,Tammi A. Rice,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-assessors-member,3,Heath S. Widdiss,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/commissioner-of-trust-funds,1,Sam Stivers,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/commissioner-of-trust-funds,2,Susan Delarda-Wood,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/commissioner-of-trust-funds,3,Nicolas A. McCoy,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-health-member,1,Chelsea Malinowski,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-health-member,2,Safdar Medina,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/board-of-health-member,3,Elizabeth Zulick,verified-current,https://www.southboroughma.gov/m/directory/department?did=33,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,1,Jane C. Davis,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,2,David C. Ekberg,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,3,Marguerite H. Landry,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,4,Janet M. Maney,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,5,Kimberly L. Regan,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/library-trustee,6,Amy S. Yazdani,verified-current,https://www.southboroughma.gov/directory.aspx?did=40,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/housing-authority-member,1,Scott E. Navaroli,verified-current,https://www.southboroughma.gov/568/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/housing-authority-member,2,,unresolved-current-holder,https://www.southboroughma.gov/568/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/housing-authority-member,3,,unresolved-current-holder,https://www.southboroughma.gov/568/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/moderator,1,Paul M. Cimino,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/northborough-southborough-regional-school-committee-southborough-member,1,Denise Jean Eddy,verified-current,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/northborough-southborough-regional-school-committee-southborough-member,2,John Francis Wysocki,verified-current,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/northborough-southborough-regional-school-committee-southborough-member,3,Kathleen A. Harragan,verified-current,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/northborough-southborough-regional-school-committee-southborough-member,4,,unresolved-current-holder,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/northborough-southborough-regional-school-committee-southborough-member,5,,unresolved-current-holder,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/planning-board-member,1,Alan Belniak,verified-current,https://southboroughma.gov/directory.aspx?did=65,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/planning-board-member,2,Lisa Braccio,verified-current,https://southboroughma.gov/directory.aspx?did=65,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/planning-board-member,3,Deborah DeMuria,verified-current,https://southboroughma.gov/directory.aspx?did=65,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/planning-board-member,4,Marnie L. Hoolahan,verified-current,https://southboroughma.gov/directory.aspx?did=65,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/planning-board-member,5,Tom Truong,verified-current,https://southboroughma.gov/directory.aspx?did=65,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/select-board-member,1,Kathryn M. Cook,verified-current,https://www.southboroughma.gov/571/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/select-board-member,2,Andrew Dennington II,verified-current,https://www.southboroughma.gov/571/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/select-board-member,3,Sam Stivers,verified-current,https://www.southboroughma.gov/571/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/select-board-member,4,Tim Fling,verified-current,https://www.southboroughma.gov/571/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/select-board-member,5,Andrew T. Pfaff,verified-current,https://www.southboroughma.gov/571/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/southborough-school-committee-member,1,Chelsea Malinowski,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/southborough-school-committee-member,2,Kelly A. Conklin,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/southborough-school-committee-member,3,Roger W. Challen,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/southborough-school-committee-member,4,Laura Kauffmann,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/southborough-school-committee-member,5,Alan Zulick,verified-current,https://www.southboroughma.gov/DocumentCenter/View/5754/20260512-ATE-Official-Results,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southborough,southborough-ma/assabet-valley-regional-vocational-school-district-committee-member,1,Mark E. Pietrewicz,verified-current,https://www.southboroughma.gov/Directory.aspx?did=75,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,1,David Adams,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,2,Stephen Kelly,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,3,Scott Lazo,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,4,Michael Montigny,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,5,Shelley L. Klein,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,6,John Daniel,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,7,Kathleen Joann Grenier,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,8,George P. Steeves,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-councilor-at-large,9,Gil Provost,verified-current,https://www.ci.southbridge.ma.us/349/Town-Council,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,1,Carla De La Cruz Davila,verified-current,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,2,Frank Stephen Kaitbenski,verified-current,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,3,Stephanie J. Rivers,verified-current,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,4,,unresolved-current-holder,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,5,,unresolved-current-holder,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,6,,unresolved-current-holder,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/school-committee-member,7,,unresolved-current-holder,https://www.ci.southbridge.ma.us/m/NewsFlash/Home/Detail/251,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/southern-worcester-county-regional-vocational-school-committee-member,1,,unresolved-current-holder,https://www.ci.southbridge.ma.us/DocumentCenter/View/747/Town-of-Southbridge-By-Laws-PDF?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/southern-worcester-county-regional-vocational-school-committee-member,2,,unresolved-current-holder,https://www.ci.southbridge.ma.us/DocumentCenter/View/747/Town-of-Southbridge-By-Laws-PDF?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/town-clerk,1,Madaline Bonadies,verified-current,https://www.ci.southbridge.ma.us/215/Town-Clerk,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/housing-authority-member,1,,unresolved-current-holder,https://www.ci.southbridge.ma.us/255/Southbridge-Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/housing-authority-member,2,,unresolved-current-holder,https://www.ci.southbridge.ma.us/255/Southbridge-Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/housing-authority-member,3,,unresolved-current-holder,https://www.ci.southbridge.ma.us/255/Southbridge-Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/housing-authority-member,4,,unresolved-current-holder,https://www.ci.southbridge.ma.us/255/Southbridge-Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/redevelopment-authority-member,1,Holly Christo,verified-current,https://www.ci.southbridge.ma.us/254/Redevelopment-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/redevelopment-authority-member,2,Maria Torres,verified-current,https://www.ci.southbridge.ma.us/254/Redevelopment-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/redevelopment-authority-member,3,Andrew Murch,verified-current,https://www.ci.southbridge.ma.us/254/Redevelopment-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/redevelopment-authority-member,4,Rick Clemence,verified-current,https://www.ci.southbridge.ma.us/254/Redevelopment-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/board-of-assessors-member,1,Michelle Splaine,verified-current,https://www.ci.southbridge.ma.us/189/Board-of-Assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southbridge,southbridge-ma/board-of-assessors-member,2,Priscilla Arpin,verified-current,https://www.ci.southbridge.ma.us/189/Board-of-Assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
