municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Stoneham,stoneham-ma/select-board,1,Troy M. Lau,verified-current,https://www.stoneham-ma.gov/244/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/board-health,1,Mary McDowell,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/board-health,2,Marcia B. Rising,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/board-health,3,Kathleen V. Sferra,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/nashoba-regional-school-committee,1,Scott Powell,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/nashoba-regional-school-committee,2,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/nashoba-regional-school-committee,3,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/nashoba-regional-school-committee,4,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/housing-authority,1,Maureen Crawford,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/housing-authority,2,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/housing-authority,3,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/housing-authority,4,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/library-trustee,1,Wisam Aisha Anderson,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/library-trustee,2,Megan Forbes,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/library-trustee,3,Patricia Crawford,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/library-trustee,4,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/library-trustee,5,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/library-trustee,6,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/library-trustee,7,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/planning-board,1,Nancy Arsenault,verified-current,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/planning-board,2,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/planning-board,3,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/planning-board,4,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/planning-board,5,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/moderator,1,,unresolved,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/select-board,1,Jamie Goodwin,verified-current,https://www.sturbridge.gov/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/select-board,2,Chase Kaitbenski,verified-current,https://www.sturbridge.gov/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/select-board,3,Mary Dowling,verified-current,https://www.sturbridge.gov/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/select-board,4,Kadion Phillips,verified-current,https://www.sturbridge.gov/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/select-board,5,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/moderator,1,Leigh Darrin,verified-current,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/sturbridge_2020_tr-rev_1-proof_digital_final_0.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/town-clerk,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/board-assessors,1,Lorraine Herbert,verified-current,https://www.sturbridge.gov/board-assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/board-assessors,2,Moira McGrath,verified-current,https://www.sturbridge.gov/board-assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/board-assessors,3,Paul Murphy,verified-current,https://www.sturbridge.gov/board-assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/constable,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/constable,2,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/constable,3,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,2,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,3,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,4,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,5,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,6,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,7,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,8,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/library-trustee,9,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/elementary-school-committee,1,Samantha Kaitbenski,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/elementary-school-committee,2,Mary Burns,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/elementary-school-committee,3,Jacqueline Chechile,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/elementary-school-committee,4,Whitney Goodwin,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/elementary-school-committee,5,Katie-Lynn Gendron,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/board-health,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/board-health,2,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/board-health,3,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/zoning-board-appeals,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/zoning-board-appeals,2,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/zoning-board-appeals,3,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/zoning-board-appeals,4,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/zoning-board-appeals,5,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,1,William Haggerty,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,2,Michele Fitzgerald,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,3,Edward Goodwin,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,4,Megan Mooney,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,5,Megan Panek,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/tantasqua-regional-school-committee,6,Karen Kowal,verified-current,https://www.sturbridge.gov/school-committee,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sturbridge,sturbridge-ma/recreation-committee,1,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/recreation-committee,2,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/recreation-committee,3,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/recreation-committee,4,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sturbridge,sturbridge-ma/recreation-committee,5,,unresolved,https://www.sturbridge.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/select-board,1,Charles Russo,verified-current,https://sudbury.ma.us/election/323/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/select-board,2,,unresolved,https://sudbury.ma.us/election/323/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/select-board,3,,unresolved,https://sudbury.ma.us/election/323/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/select-board,4,,unresolved,https://sudbury.ma.us/election/323/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/select-board,5,,unresolved,https://sudbury.ma.us/election/323/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/board-assessors,1,Trevor Haydon,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/board-assessors,2,Liam Vesely,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/board-assessors,3,Joshua Fox,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,1,Eriko Frank,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,2,Elizabeth Iwasaki,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,3,Megan Kelley,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,4,Jill Caseria,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,5,Katina Fontes,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/library-trustee,6,Ingrid Mayyasi,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/board-health,1,Linda Huet-Clayton,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/board-health,2,Carol Bradford,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/board-health,3,Susan Sama,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/park-recreation-commission,1,Laurie Eliason,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/park-recreation-commission,2,William Atkeson,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/park-recreation-commission,3,Robert Beagan,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/park-recreation-commission,4,Ryan Poteat,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/park-recreation-commission,5,Mara Huston,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/planning-board,1,Kirsten Roopenian,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/planning-board,2,Stephen Garvin,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/planning-board,3,Anuraj Shah,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/planning-board,4,Julie Perlman,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/planning-board,5,John Sugrue,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/sudbury-school-committee,1,Karyn Jones,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/sudbury-school-committee,2,Ellen Lederer-DeFrancesco,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/sudbury-school-committee,3,Elizabeth Sues,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/sudbury-school-committee,4,Julie Durgin-Sicree,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/sudbury-school-committee,5,,unresolved,https://sudbury.ma.us/election/323/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sudbury,sudbury-ma/lincoln-sudbury-regional-school-committee,1,Charles Morton,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/lincoln-sudbury-regional-school-committee,2,John Ryan,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/lincoln-sudbury-regional-school-committee,3,Ravi Simon,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/lincoln-sudbury-regional-school-committee,4,Maura Carty,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/lincoln-sudbury-regional-school-committee,5,Jason McLure,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/moderator,1,Cate Blake,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/housing-authority,1,Sherrill Cline,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/housing-authority,2,Cynthia Howe,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sudbury,sudbury-ma/housing-authority,3,Frank Riepe,verified-current,https://sudbury.ma.us/officials/,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
