municipality,official_website_url,office_rows,schema_ready_rows,unresolved_rows,legal_source_urls,election_source_urls,results_source_urls,current_officeholder_verified_rows,known_vacancies,officeholder_unresolved_markers,person_validation_status,conflicts_notes,status
Gill,https://gillmass.org/,8,8,0,https://gillmass.org/g/16/Selectboard | https://gillmass.org/g/2/Board-of-Assessors | https://gillmass.org/g/4/Cemetery-Commission | https://gillmass.org/p/36/Town-Clerk | https://gillmass.org/g/10/Board-of-Health,https://gillmass.org/p/36/Town-Clerk,https://gillmass.org/files/GillNews_2026_2SUMMER.pdf,14,0,3,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Gloucester,https://www.gloucester-ma.gov/,3,3,0,https://gloucester-ma.gov/documentcenter/view/1254 | https://www.gloucester-ma.gov/121/City-Council | https://www.gloucester-ma.gov/Archive/ViewFile/Item/19291,https://www.gloucester-ma.gov/337/Elections,https://www.gloucester-ma.gov/Archive/ViewFile/Item/19291,16,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Goshen,https://www.goshen-ma.us/,6,5,1,https://www.goshen-ma.us/departments/select-board/ | https://www.goshen-ma.us/departments/board-of-assessors/ | https://www.goshen-ma.us/departments/planning-board/ | https://www.goshen-ma.us/government/ | https://www.goshen-ma.us/elections/ | https://www.goshen-ma.us/events/,https://www.goshen-ma.us/elections/,https://www.goshen-ma.us/2026-annual-town-election-results/,6,1,5,schema-valid-for-serialized-persons,Current Town calendar and election layer verify an elected school-committee function; total seats and regular term remain unresolved.,locally-researched-partial-or-substantial
Gosnold,https://www.gosnold-ma.gov/,4,1,3,https://www.townofgosnold.org/DocumentCenter/View/619/Microsoft-Word---2024-Town-of-Gosnold-Town-Report---fy24_town_report_51125_1,https://www.townofgosnold.org/DocumentCenter/View/619/Microsoft-Word---2024-Town-of-Gosnold-Town-Report---fy24_town_report_51125_1,https://www.townofgosnold.org/DocumentCenter/View/619/Microsoft-Word---2024-Town-of-Gosnold-Town-Report---fy24_town_report_51125_1,3,0,3,schema-valid-for-serialized-persons,"2024 Annual Town Meeting elected two School Committee members for three-year terms; total committee size remains unresolved. | 2024 Annual Town Meeting elected two library trustees, one for a two-year transitional/unexpired seat and one for a regular three-year seat; total board size remains unresolved. | 2024 Annual Town Meeting elected two Harbor Committee members for three-year terms; total committee size remains unresolved.",locally-researched-partial-or-substantial
Grafton,https://www.grafton-ma.gov/,7,7,0,https://www.grafton-ma.gov/1358/Grafton-Home-Rule-Charter-PDF | https://www.grafton-ma.gov/DocumentCenter/View/19058/What-is-a-Town-Charter | https://www.grafton-ma.gov/611/School-Committee---Blackstone-Valley-Reg,https://www.grafton-ma.gov/DocumentCenter/View/18915 | https://www.grafton-ma.gov/295/Election-Results,https://www.grafton-ma.gov/295/Election-Results,17,0,4,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Granby,https://www.granby-ma.gov/,5,2,3,https://www.granby-ma.gov/selectboard | https://www.granby-ma.gov/boardofassessors | https://www.granby-ma.gov/planningboard | https://www.granby-ma.gov/librarytrustees | https://www.granby-ma.gov/electedandappointedofficials,https://www.granby-ma.gov/elections,https://www.granby-ma.gov/elections,3,0,4,schema-valid-for-serialized-persons,"Current elected/appointed-officials and election layer support the board's municipal-office status, but elected seat count and term are left unresolved pending better current ballot extraction. | Current official page advertises an unexpired Library Trustee term; elected seat count and regular term remain unresolved. | Current official municipal site maintains School Committee as a town governing body; exact elected seat count and term remain unresolved in this batch.",locally-researched-partial-or-substantial
Granville,https://www.granville-ma.gov/,6,6,0,https://www.granville-ma.gov/281/Boards-Committees | https://www.granville-ma.gov/364/Town-Clerk | https://www.granville-ma.gov/337/Moderator | https://www.granville-ma.gov/341/Planning-Board | https://www.granville-ma.gov/247/Library-Trustees | https://www.granville-ma.gov/352/Recreation-Commission,https://www.granville-ma.gov/370/Elections,https://www.granville-ma.gov/370/Elections,15,0,1,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Great Barrington,https://www.townofgbma.gov/,7,5,2,https://www.townofgbma.gov/362/Selectboard | https://www.townofgbma.gov/210/Planning-Board | https://www.townofgbma.gov/391/Library | https://www.townofgbma.gov/m/NewsFlash,https://www.townofgbma.gov/612/Town-Meetings-Elections-and-Budgets,https://www.townofgbma.gov/DocumentCenter/View/4524/Preliminary-Results-ATE-51226,16,0,4,schema-valid-for-serialized-persons,2026 election materials expressly list Finance Committee among voter-elected offices; total elected membership remains unresolved. | Current election layer confirms voter-filled Housing Authority seat(s); locally elected versus appointed total composition remains unresolved.,locally-researched-partial-or-substantial
Greenfield,https://greenfield-ma.gov/,5,5,0,https://greenfield-ma.gov/government/city_council/index.php | https://greenfield-ma.gov/government/boards_and_commissions/board_of_assessors.php | https://greenfield-ma.gov/government/boards_and_commissions/franklin_county_technical_school_committee.php,https://greenfield-ma.gov/government/city_council/index.php,https://greenfield-ma.gov/government/mayors_office/mayors_biography.php | https://greenfield-ma.gov/government/city_council/city_council_members.php | https://greenfield-ma.gov/government/city_council/index.php | https://greenfield-ma.gov/government/boards_and_commissions/board_of_assessors.php | https://greenfield-ma.gov/government/boards_and_commissions/franklin_county_technical_school_committee.php,21,0,1,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Groton,https://www.grotonma.gov/,12,10,2,https://www.grotonma.gov/election-information/town-election-nominations/ | https://www.grotonma.gov/government/boards-and-committees/board-of-health/ | https://www.grotonma.gov/government/boards-and-committees/planning-board/ | https://www.grotonma.gov/government/boards-and-committees/select-board/,https://www.grotonma.gov/election-information/town-election-nominations/,https://www.grotonma.gov/election-information/scheduled-elections/,15,0,9,schema-valid-for-serialized-persons,Current election page verifies an elected five-year Housing Authority seat; total locally elected composition remains unresolved.,locally-researched-partial-or-substantial
Groveland,https://www.grovelandma.com/,11,9,2,https://www.grovelandma.com/government/boards_committees/select_board/index.php | https://www.grovelandma.com/news_detail_T3_R58.php | https://www.grovelandma.com/government/boards_committees/board_of_assessors/index.php,https://www.grovelandma.com/news_detail_T3_R58.php,https://www.grovelandma.com/departments/clerk/elections_voting.php,5,0,10,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hadley,https://www.hadleyma.org/,8,7,1,https://www.hadleyma.org/select-board | https://www.hadleyma.org/board-assessors | https://www.hadleyma.org/town-clerk,https://www.hadleyma.org/town-clerk,https://www.hadleyma.org/home/news/annual-town-election-results,12,0,6,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Halifax,https://www.halifaxma.gov/,10,8,2,https://www.halifaxma.gov/2000/Board-of-Selectmen | https://www.halifaxma.gov/DocumentCenter/View/7649,https://www.halifaxma.gov/DocumentCenter/View/7649,https://www.halifaxma.gov/2086/Election-Results,3,0,9,schema-valid-for-serialized-persons,2026 warrant includes one regular three-year seat and one two-year unexpired seat; total locally elected/appointed composition remains unresolved.,locally-researched-partial-or-substantial
Hamilton,https://www.hamiltonma.gov/,8,5,3,https://www.hamiltonma.gov/wp-content/uploads/2026/01/2026-Election-Dates-Open-Positions3.pdf | https://www.hamiltonma.gov/government/planning-board/ | https://www.hamiltonma.gov/government/hamilton-wenham-library-trustees/ | https://www.hamiltonma.gov/government/hamilton-wenham-school-committee/,https://www.hamiltonma.gov/wp-content/uploads/2026/01/2026-Election-Dates-Open-Positions3.pdf,https://www.hamiltonma.gov/wp-content/uploads/2026/01/2026-Election-Dates-Open-Positions3.pdf,19,0,4,schema-valid-for-serialized-persons,"2026 ballot confirms a Hamilton-designated three-year seat. Current joint board page labels multiple Hamilton and at-large-Hamilton members, so municipality-specific elected seat total is left unresolved. | 2026 election calendar lists two regular three-year and two transitional two-year district seats. Municipality-specific stable allocation is unresolved.",locally-researched-partial-or-substantial
Hampden,https://www.hampdenma.gov/,7,4,3,https://hampdenma.gov/DocumentCenter/View/1367/2026-Annual-Election-Warrant-PDF | https://hampdenma.gov/176/Selectboard | https://hampdenma.gov/166/Board-of-Assessors | https://hampdenma.gov/223/Housing-Authority,https://hampdenma.gov/DocumentCenter/View/1367/2026-Annual-Election-Warrant-PDF,https://hampdenma.gov/DocumentCenter/View/1367/2026-Annual-Election-Warrant-PDF,6,0,5,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hancock,https://town.hancock.ma.us/,13,13,0,https://town.hancock.ma.us/files/2026/04/Hancock-Annual-Report-2025.pdf,https://town.hancock.ma.us/files/2026/04/Hancock-Annual-Report-2025.pdf,https://town.hancock.ma.us/files/2026/04/Hancock-Annual-Report-2025.pdf,34,1,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hanover,https://www.hanover-ma.gov/,8,8,0,https://www.hanover-ma.gov/finance-department/town-clerk/news/nomination-papers-are-now-available-for-the-hanover-2026-annual | https://www.hanover-ma.gov/school-committee | https://www.hanover-ma.gov/home/news/nomination-papers-are-now-available-for-the-upcoming-hanover-2025-annual-town-election,https://www.hanover-ma.gov/finance-department/town-clerk/news/nomination-papers-are-now-available-for-the-hanover-2026-annual | https://www.hanover-ma.gov/finance-department/town-clerk/pages/election-results-and-election-workers,https://www.hanover-ma.gov/finance-department/town-clerk/pages/election-results-and-election-workers,8,0,8,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hanson,https://www.hanson-ma.gov/,7,5,2,https://www.hanson-ma.gov/select-board | https://www.hanson-ma.gov/planning-boarddepartment | https://www.hanson-ma.gov/board-health | https://www.hanson-ma.gov/board-assessors | https://www.hanson-ma.gov/school-committee-whrsd | https://www.hanson-ma.gov/school-committee-south-shore-regional | https://www.hanson-ma.gov/boards,https://www.hanson-ma.gov/town-clerk/pages/town-meeting-and-election-schedule-2026,https://www.hanson-ma.gov/town-clerk/pages/election-results,10,0,7,schema-valid-for-serialized-persons,Hanson-designated regional seats are elected; total Hanson allocation remains unresolved in this batch. | Library Trustees are carried as voter-elected based on the annual election layer; total current elected seat count remains unresolved.,locally-researched-partial-or-substantial
Hardwick,https://www.hardwick-ma.gov/,3,2,1,https://www.hardwick-ma.gov/home-page/page/2026-annual-town-election-information | https://www.hardwick-ma.gov/town-clerk/page/election-files-0,https://www.hardwick-ma.gov/home-page/page/2026-annual-town-election-information,https://www.hardwick-ma.gov/home-page/page/2026-annual-town-election-results,1,0,3,schema-valid-for-serialized-persons,Official election archive confirms voter-elected Paige Memorial Library Trustee seats; total current elected board size remains unresolved.,locally-researched-partial-or-substantial
Harvard,https://www.harvard-ma.gov/,5,5,0,https://www.harvard-ma.gov/761/Volunteer-Handbook,https://www.harvard-ma.gov/373/Elected-Officials---Town,https://www.harvard-ma.gov/373/Elected-Officials---Town,23,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Harwich,https://www.harwich-ma.gov/,3,3,0,https://www.harwich-ma.gov/select-board | https://www.harwich-ma.gov/boards-committees | https://www.harwich-ma.gov/board-of-water-wastewater-commissioners,https://www.harwich-ma.gov/election-information,https://www.harwich-ma.gov/town-clerk,5,0,3,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hatfield,https://www.townofhatfield.org/,11,4,7,https://www.townofhatfield.org/395/Select-Board | https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,7,0,6,schema-valid-for-serialized-persons,2026 ballot includes one regular three-year seat and one two-year seat; total committee size remains unresolved.,locally-researched-partial-or-substantial
Haverhill,https://www.haverhillma.gov/,3,3,0,https://www.haverhillma.gov/government/elections/elected-officials/ | https://www.haverhillma.gov/government/elections/ward-based-elections/,https://www.haverhillma.gov/government/elections/candidate-municipal-information/,https://www.haverhillma.gov/media/twxlnjtg/haverhill-general-municipal-election-unofficial-results.pdf | https://www.haverhillma.gov/government/mayor-and-council/city-councilors/ | https://www.haverhill-ps.org/school-committee/,22,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hawley,https://townofhawley.com/,6,6,0,https://townofhawley.com/officials-boards-committees/select-board/ | https://townofhawley.com/a-cold-snap/ | https://townofhawley.com/hawley-assessors/ | https://townofhawley.com/reps-hawlemont-school-com/ | https://townofhawley.com/mtrsd-schl-comm/ | https://townofhawley.com/other-town-officials/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,10,0,2,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Heath,https://townofheath.org/,14,12,2,https://townofheath.org/g/46/Select-Board | https://townofheath.org/g/47/Board-of-Assessors | https://townofheath.org/g/42/Finance-Committee | https://townofheath.org/g/40/Planning-Board | https://townofheath.org/g/39/Library-Trustees | https://townofheath.org/p/50/Volunteering | https://townofheath.org/g/44/Municipal-Light-Board | https://townofheath.org/k/1/2026-Annual-Town-Elections | https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/k/1/2026-Annual-Town-Elections | https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/k/1/2026-Annual-Town-Elections | https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,23,0,7,schema-valid-for-serialized-persons,2026 ballot included a two-year remainder of a regular three-year term; total elected committee size remains unresolved.,locally-researched-partial-or-substantial
Hingham,https://www.hingham-ma.gov/,11,10,1,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459 | https://www.hingham-ma.gov/224/Select-Board | https://www.hingham-ma.gov/626/Board-of-Assessors | https://www.hingham-ma.gov/625/Board-of-Health | https://www.hingham-ma.gov/DocumentCenter/View/27981/June-24-2026-Meeting-Packet | https://www.hingham-ma.gov/627/Elected-Boards | https://www.hingham-ma.gov/631/Planning-Board | https://www.hingham-ma.gov/636/Sewer-Commission | https://www.hingham-ma.gov/634/Recreation-Commission | https://www.hingham-ma.gov/409/Town-Clerk,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,29,0,2,schema-valid-for-serialized-persons,"Housing Authority is listed as an elected board, but locally elected versus appointed seat composition remains unresolved.",locally-researched-partial-or-substantial
Hinsdale,https://www.hinsdalemass.com/,8,8,0,https://www.hinsdalemass.com/1379/Elected-Officials | https://www.hinsdalemass.com/DocumentCenter/View/494/Town-Bylaws | https://www.hinsdalemass.com/1246/School-Committee,https://www.hinsdalemass.com/DocumentCenter/View/3336 | https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/DocumentCenter/View/3336 | https://www.hinsdalemass.com/1246/School-Committee,18,0,5,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Holbrook,https://www.holbrookma.gov/,9,6,3,https://www.holbrookma.gov/Directory.aspx | https://www.holbrookma.gov/101/Departments | https://www.holbrookma.gov/305/Planning-Board | https://www.holbrookma.gov/228/Elections-Voting | https://www.holbrookma.gov/255/Board-of-Assessors | https://www.holbrookma.gov/27/Boards-Committees,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,12,0,5,schema-valid-for-serialized-persons,"2026 ballot verifies two three-year School Committee seats; total current elected committee size remains unresolved. | Current Town directory and annual-election layer establish voter-filled library trustees; total current elected seat count remains unresolved. | Housing Authority appears in the current municipal board/election layer, but locally elected versus appointed composition remains unresolved.",locally-researched-partial-or-substantial
Holden,https://www.holdenma.gov/,5,3,2,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938 | https://www.holdenma.gov/510/Board-of-Selectmen,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,5,0,4,schema-valid-for-serialized-persons,2026 election notice lists two three-year WRSD seats; Holden-specific total allocation remains unresolved. | 2026 election notice lists one five-year elected Housing Authority seat; total locally elected composition remains unresolved.,locally-researched-partial-or-substantial
Holland,https://www.town.holland.ma.us/,4,3,1,https://www.town.holland.ma.us/select-board | https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/uploads/town_of_holland_bylaws_2024.pdf | https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf | https://www.town.holland.ma.us/,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf | https://www.town.holland.ma.us/,https://www.town.holland.ma.us/,0,0,4,schema-valid-for-serialized-persons,Official election archive verifies voter-elected Cemetery Commissioner seats; total commission size remains unresolved.,locally-researched-partial-or-substantial
Holliston,https://www.townofholliston.us/,11,11,0,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,43,1,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Holyoke,https://www.holyoke.org/,4,4,0,https://www.holyoke.org/departments/mayors-office/ | https://www.holyoke.org/departments/city-council/ | https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/ | https://www.holyoke.org/departments/city-clerk/,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/departments/mayors-office/ | https://www.holyoke.org/city-council-members/ | https://www.holyoke.org/people?filter_categories%5B%5D=57 | https://www.holyoke.org/departments/city-clerk/,14,0,2,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hopedale,https://www.hopedale-ma.gov/,9,2,7,https://www.hopedale-ma.gov/1220/Board-of-Health | https://www.hopedale-ma.gov/DocumentCenter/View/5564 | https://hopedale-ma.gov/1223/Administrator,https://www.hopedale-ma.gov/DocumentCenter/View/5564,https://www.hopedale-ma.gov/DocumentCenter/View/5564,6,0,7,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hopkinton,https://www.hopkintonma.gov/,11,4,7,https://www.hopkintonma.gov/departments/town_manager___select_board/index.php | https://www.hopkintonma.gov/departments/town_clerk/election_information.php | https://www.hopkintonma.gov/depts___directory/library_trustees/index.php | https://www.hopkintonma.gov/departments/department_of_public_works/cemeteries.php | https://www.hopkintonma.gov/boards___committees/e_-_p/planning_board.php,https://www.hopkintonma.gov/departments/town_clerk/election_information.php,https://www.hopkintonma.gov/departments/town_clerk/election_information.php,5,0,10,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hubbardston,https://www.hubbardstonma.us/,10,1,9,https://www.hubbardstonma.gov/349/How-to-Pull-Nomination-Papers-for-Annual | https://www.hubbardstonma.gov/273/Town-Meeting,https://www.hubbardstonma.gov/349/How-to-Pull-Nomination-Papers-for-Annual,https://www.hubbardstonma.gov/DocumentCenter/View/1516,14,0,4,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hudson,https://www.townofhudson.org/,13,3,10,https://www.townofhudson.org/682/Select-Board | https://www.townofhudson.org/DocumentCenter/View/6617/Specimen-Ballot--May-11-2026 | https://www.townofhudson.org/639/Hudson-Public-School-Committee | https://www.townofhudson.org/674/Planning-Board,https://www.townofhudson.org/DocumentCenter/View/6617/Specimen-Ballot--May-11-2026,https://www.townofhudson.org/DocumentCenter/View/6617/Specimen-Ballot--May-11-2026,16,0,10,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Hull,https://www.town.hull.ma.us/,9,3,6,https://www.town.hull.ma.us/464/Select-Board | https://www.town.hull.ma.us/DocumentCenter/View/2877/2026-Annual-Town-Election-Official-Results-PDF | https://www.town.hull.ma.us/583/Planning-Board | https://www.town.hull.ma.us/169/Town-Clerk,https://www.town.hull.ma.us/DocumentCenter/View/2877/2026-Annual-Town-Election-Official-Results-PDF,https://www.town.hull.ma.us/DocumentCenter/View/2877/2026-Annual-Town-Election-Official-Results-PDF,21,1,6,schema-valid-for-serialized-persons,2026 election included both a regular five-year seat and a three-year vacancy/unexpired contest; total authority size remains unresolved.,locally-researched-partial-or-substantial
Huntington,https://www.huntingtonma.us/,11,3,8,https://www.huntingtonma.us/selectboard | https://www.huntingtonma.us/town-clerk/page/annual-town-election-nomination-papers-available,https://www.huntingtonma.us/town-clerk/page/annual-town-election-nomination-papers-available,https://www.huntingtonma.us/town-clerk/page/elections,3,0,10,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Ipswich,https://www.ipswichma.gov/,6,6,0,https://www.ipswichma.gov/DocumentCenter/View/18804/2026-04-06_Ipswich_ATM_Warrant_DRAFT?bidId=,https://www.ipswichma.gov/DocumentCenter/View/18925/May-19-2026-Annual-Town-Election-DRAFT-Results | https://www.ipswichma.gov/DocumentCenter/View/18804/2026-04-06_Ipswich_ATM_Warrant_DRAFT?bidId=,https://www.ipswichma.gov/Directory.aspx?did=29 | https://www.ipswichma.gov/DocumentCenter/View/18925/May-19-2026-Annual-Town-Election-DRAFT-Results | https://www.ipswichma.gov/DocumentCenter/View/1177/Master-Boards--Committees-Listing-?bidId=,18,0,2,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Kingston,https://kingstonma.gov/,12,4,8,https://kingstonma.gov/207/Voting-Election-Information | https://kingstonma.gov/Directory.aspx?did=30 | https://kingstonma.gov/269/Planning-Board,https://kingstonma.gov/207/Voting-Election-Information,https://kingstonma.gov/207/Voting-Election-Information,10,0,10,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lakeville,https://www.lakevillema.org/,11,11,0,https://www.lakevillema.org/678/Election-Elected-Town-Officials | https://www.lakevillema.org/183/Board-of-Health | https://www.lakevillema.org/196/Planning-Board,https://www.lakevillema.org/678/Election-Elected-Town-Officials,https://www.lakevillema.org/678/Election-Elected-Town-Officials,38,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lancaster,https://www.ci.lancaster.ma.us/,8,6,2,https://www.ci.lancaster.ma.us/418/Select-Board | https://www.ci.lancaster.ma.us/DocumentCenter/View/3849/May-11-2026-Annual-Town-Election-Sample-Ballot | https://www.ci.lancaster.ma.us/276/Board-of-Public-Works | https://www.ci.lancaster.ma.us/359/Finance-Committee | https://www.ci.lancaster.ma.us/392/Planning-Board | https://www.ci.lancaster.ma.us/467/Board-of-Library-Trustees,https://www.ci.lancaster.ma.us/DocumentCenter/View/3849/May-11-2026-Annual-Town-Election-Sample-Ballot,https://www.ci.lancaster.ma.us/DocumentCenter/View/4008/2026-May-11-Annual-Town-Election-Final-Results,26,0,2,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lanesborough,https://www.lanesborough-ma.gov/,7,7,0,https://malegislature.gov/Laws/SessionLaws/Acts/2025/Chapter51 | https://cms5.revize.com/revize/lanesboroughma/2024%20Lanesborough%20Town%20Report%20Revised%20post%20print%20copy.pdf | https://www.mgrhs.org/page/school-committee | https://mccanntech.org/school-committee/,https://ecode360.com/34365847,https://cms5.revize.com/revize/lanesboroughma/2024%20Lanesborough%20Town%20Report%20Revised%20post%20print%20copy.pdf | https://www.mgrhs.org/page/school-committee | https://mccanntech.org/school-committee/,1,0,6,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lawrence,https://www.cityoflawrence.com/,4,4,0,https://www.cityoflawrence.com/DocumentCenter/View/448/Lawrence-City-Charter-PDF | https://malegislature.gov/Laws/SessionLaws/Acts/2024/Chapter314 | https://www.glts.net/apps/pages/index.jsp?uREC_ID=1804538&type=d&pREC_ID=2013589,https://www.cityoflawrence.com/351/Election-Results,https://www.cityoflawrence.com/694/Elected-Officials | https://www.glts.net/apps/pages/index.jsp?uREC_ID=1804538&type=d&pREC_ID=2013589,16,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lee,https://www.lee.ma.us/,6,5,1,https://www.lee.ma.us/sites/g/files/vyhlif12726/f/uploads/fy23_annual_town_report_final.pdf | https://www.lee.ma.us/planning-board,https://www.lee.ma.us/town-clerk/pages/election-results,https://www.lee.ma.us/town-clerk/pages/election-results | https://www.lee.ma.us/planning-board,3,0,6,schema-valid-for-serialized-persons,Elected status and five-year cycle are supported by Town election materials; locally elected versus appointed composition remains unresolved.,locally-researched-partial-or-substantial
Leicester,https://www.leicesterma.org/,9,8,1,https://www.leicesterma.org/222/Board-of-Assessors | https://www.leicesterma.org/223/Board-of-Health | https://www.leicesterma.org/DocumentCenter/View/4408/Elected-Town-Officials-2025 | https://www.leicesterma.org/227/Select-Board | https://www.leicesterma.org/229/Town-Clerk | https://www.leicesterma.org/225/Planning-Board | https://www.leicesterma.org/230/Library-Trustees,https://www.leicesterma.org/DocumentCenter/View/4408/Elected-Town-Officials-2025,https://www.leicesterma.org/222/Board-of-Assessors | https://www.leicesterma.org/223/Board-of-Health | https://www.leicesterma.org/DocumentCenter/View/4408/Elected-Town-Officials-2025 | https://www.leicesterma.org/227/Select-Board | https://www.leicesterma.org/229/Town-Clerk | https://www.leicesterma.org/225/Planning-Board | https://www.leicesterma.org/230/Library-Trustees,23,1,3,schema-valid-for-serialized-persons,"Current elected-official list confirms elected Housing Authority positions, but stable locally elected seat count remains unresolved.",locally-researched-partial-or-substantial
Lenox,https://www.townoflenox.com/,7,6,1,https://www.townoflenox.com/DocumentCenter/View/5875/May-4-2026-Annual-Town-Election-Results | https://www.townoflenox.com/164/Select-Board | https://www.townoflenox.com/150/Board-of-Assessors | https://www.townoflenox.com/170/School-Committee | https://www.townoflenox.com/166/Planning-Board | https://www.townoflenox.com/157/Housing-Authority,https://www.townoflenox.com/DocumentCenter/View/5875/May-4-2026-Annual-Town-Election-Results,https://www.townoflenox.com/DocumentCenter/View/5875/May-4-2026-Annual-Town-Election-Results | https://www.townoflenox.com/164/Select-Board | https://www.townoflenox.com/150/Board-of-Assessors | https://www.townoflenox.com/170/School-Committee | https://www.townoflenox.com/166/Planning-Board | https://www.townoflenox.com/157/Housing-Authority,26,0,1,schema-valid-for-serialized-persons,2026 election confirms a regular three-year elected Board of Health seat; total elected board size remains unresolved.,locally-researched-partial-or-substantial
Ludlow,https://ludlow.ma.us/,11,11,0,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/12/All-openings-available-2026-updated-2025-12-08-pdf.pdf | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121B/Section5,https://ludlow.ma.us/wp-content/uploads/sites/2/2025/12/All-openings-available-2026-updated-2025-12-08-pdf.pdf,https://ludlow.ma.us/wp-content/uploads/sites/2/2026/03/March-23-2026-Official-Local-Election-Results-1.pdf,32,0,1,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lunenburg,https://www.lunenburgma.gov/,14,13,1,https://ecode360.com/29816400 | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121B/Section5,https://lunenburgma.gov/DocumentCenter/View/4247/5162026-Annual-Town-Election-Official-Results-PDF,https://lunenburgma.gov/DocumentCenter/View/4247/5162026-Annual-Town-Election-Official-Results-PDF,49,3,0,schema-valid-for-serialized-persons,"Authority conflict: charter §3-2(d) places constables among Select Board appointments and §3-1 omits constable from the elected-office list, while official annual-election materials and the FY2025 annual report treat a three-year Constable as elected. Preserved as research-only pending legal reconciliation.",locally-researched-partial-or-substantial
Lynn,https://www.lynnma.gov/,3,3,0,https://malegislature.gov/Laws/SessionLaws/Acts/2025/Chapter84,https://www.lynnma.gov/city_government/cityclerk/elections,,18,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Lynnfield,https://www.lynnfieldma.gov/,7,7,0,https://ecode360.com/28618395 | https://ecode360.com/28618409 | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121B/Section5 | https://ecode360.com/28618365,https://ecode360.com/28618464,https://www.lynnfieldma.gov/AgendaCenter/ViewFile/Minutes/_04142026-1487,24,1,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
