municipality,office_id,role,local_title,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes
Harvard,harvard-ma/warner-free-lecture-trustee,Trustee,Warner Free Lecture Trustee,True,6,at-large,3,True,,https://www.harvard-ma.gov/761/Volunteer-Handbook,https://www.harvard-ma.gov/373/Elected-Officials---Town,https://www.harvard-ma.gov/373/Elected-Officials---Town,schema-ready,
Harwich,harwich-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.harwich-ma.gov/select-board,https://www.harwich-ma.gov/election-information,https://www.harwich-ma.gov/town-clerk,schema-ready,
Harwich,harwich-ma/library-trustee,Library Trustee,Brooks Free Library Trustee,True,7,at-large,3,True,,https://www.harwich-ma.gov/boards-committees,https://www.harwich-ma.gov/election-information,https://www.harwich-ma.gov/town-clerk,schema-ready,
Harwich,harwich-ma/water-wastewater-commissioner,Commissioner,Water/Wastewater Commissioner,True,5,at-large,3,True,,https://www.harwich-ma.gov/board-of-water-wastewater-commissioners,https://www.harwich-ma.gov/election-information,https://www.harwich-ma.gov/town-clerk,schema-ready,
Hatfield,hatfield-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.townofhatfield.org/395/Select-Board,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,schema-ready,
Hatfield,hatfield-ma/assessor,Assessor,Assessor,True,,at-large,3,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/school-committee-member,School Committee Member,School Committee Member,True,,at-large,3,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,2026 ballot includes one regular three-year seat and one two-year seat; total committee size remains unresolved.
Hatfield,hatfield-ma/oliver-smith-will-elector,Elector,Elector Under the Will of Oliver Smith,True,1,at-large,1,False,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,schema-ready,
Hatfield,hatfield-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,,at-large,3,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,,at-large,3,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/library-trustee,Library Trustee,Library Trustee,True,,at-large,3,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/planning-board-member,Planning Board Member,Planning Board Member,True,,at-large,5,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,5,,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,elected-status-verified-seat-count-unresolved,
Hatfield,hatfield-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,schema-ready,
Hatfield,hatfield-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.townofhatfield.org/DocumentCenter/View/3578,https://www.townofhatfield.org/371/Annual-Town-Meeting-Election-Information,https://www.townofhatfield.org/DocumentCenter/View/3578,schema-ready,
Haverhill,haverhill-ma/mayor,Mayor,Mayor,True,1,at-large,2,False,,https://www.haverhillma.gov/government/elections/elected-officials/,https://www.haverhillma.gov/government/elections/candidate-municipal-information/,https://www.haverhillma.gov/media/twxlnjtg/haverhill-general-municipal-election-unofficial-results.pdf,schema-ready,
Haverhill,haverhill-ma/city-council-member,Council Member,City Councilor,True,11,mixed,2,False,,https://www.haverhillma.gov/government/elections/ward-based-elections/,https://www.haverhillma.gov/government/elections/candidate-municipal-information/,https://www.haverhillma.gov/government/mayor-and-council/city-councilors/,schema-ready,Eleven-member mixed council: four at-large and seven ward councilors.
Haverhill,haverhill-ma/school-committee-member,School Committee Member,School Committee Member,True,10,mixed,2,False,,https://www.haverhillma.gov/government/elections/ward-based-elections/,https://www.haverhillma.gov/government/elections/candidate-municipal-information/,https://www.haverhill-ps.org/school-committee/,schema-ready,Ten separately elected members: three at-large and seven ward. The Mayor serves ex officio as chair and is modeled only under Mayor.
Hawley,hawley-ma/select-board-member,Select Board Member,Selectman / ZBA / Board of Health Member,True,3,at-large,3,True,,https://townofhawley.com/officials-boards-committees/select-board/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,The three elected Selectmen also serve as the local Board of Health and Zoning Board of Appeals; those ex-officio functions are not modeled as separate elected offices.
Hawley,hawley-ma/auditor,Auditor,Town Auditor,True,1,at-large,,False,,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,
Hawley,hawley-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://townofhawley.com/hawley-assessors/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,
Hawley,hawley-ma/hawlemont-school-committee-member,Regional School Committee Member,Hawlemont Regional School Committee Member (Hawley),True,3,at-large,3,True,,https://townofhawley.com/reps-hawlemont-school-com/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,
Hawley,hawley-ma/mohawk-trail-school-committee-member,Regional School Committee Member,Mohawk Trail Regional School Committee Member (Hawley),True,2,at-large,3,True,,https://townofhawley.com/mtrsd-schl-comm/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,
Hawley,hawley-ma/moderator,Moderator,Town Moderator,True,1,at-large,1,False,,https://townofhawley.com/other-town-officials/,https://townofhawley.com/a-cold-snap/,https://townofhawley.com/town-meeting-is-coming/,schema-ready,
Heath,heath-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://townofheath.org/g/46/Select-Board,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/assessor,Assessor,Board of Assessors Member,True,3,at-large,3,True,,https://townofheath.org/g/47/Board-of-Assessors,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/finance-committee-member,Finance Committee Member,Finance Committee Member,True,5,at-large,3,True,,https://townofheath.org/g/42/Finance-Committee,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://townofheath.org/g/40/Planning-Board,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/library-trustee,Library Trustee,Library Trustee,True,,at-large,3,,,https://townofheath.org/g/39/Library-Trustees,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,elected-status-verified-seat-count-unresolved,
Heath,heath-ma/school-committee-member,School Committee Member,School Committee Member,True,,at-large,3,,,https://townofheath.org/p/50/Volunteering,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,elected-status-verified-seat-count-unresolved,2026 ballot included a two-year remainder of a regular three-year term; total elected committee size remains unresolved.
Heath,heath-ma/municipal-light-board-member,Commissioner,Municipal Light Board Member,True,5,at-large,3,True,,https://townofheath.org/g/44/Municipal-Light-Board,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/constable,Constable,Constable,True,1,at-large,3,False,,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/k/1/2026-Annual-Town-Elections,schema-ready,
Heath,heath-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/k/1/2026-Annual-Town-Elections,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Heath,heath-ma/fence-viewer,Fence Viewer,Fence Viewer,True,3,at-large,1,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Heath,heath-ma/tree-warden,Tree Warden,Tree Warden,True,1,at-large,1,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Heath,heath-ma/measurer-wood-bark,Measurer,Measurer of Wood & Bark,True,2,at-large,1,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Heath,heath-ma/field-driver,Field Driver,Field Driver,True,4,at-large,1,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Heath,heath-ma/sexton,Sexton,Sexton,True,1,at-large,1,False,,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,https://townofheath.org/files/2026_Annual_Town_Meeting_Minutes.pdf,schema-ready,
Hingham,hingham-ma/moderator,Moderator,Town Moderator,True,1,at-large,1,False,,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.hingham-ma.gov/224/Select-Board,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/assessor,Assessor,Board of Assessors Member,True,3,at-large,3,True,,https://www.hingham-ma.gov/626/Board-of-Assessors,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.hingham-ma.gov/625/Board-of-Health,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/municipal-light-board-member,Commissioner,Municipal Light Board Member,True,3,at-large,3,True,,https://www.hingham-ma.gov/DocumentCenter/View/27981/June-24-2026-Meeting-Packet,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/school-committee-member,School Committee Member,School Committee Member,True,6,at-large,3,True,,https://www.hingham-ma.gov/627/Elected-Boards,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,Two regular three-year seats are elected in the 2026 cycle; six-seat structure is maintained on a staggered cycle.
Hingham,hingham-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.hingham-ma.gov/631/Planning-Board,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/sewer-commissioner,Commissioner,Sewer Commissioner,True,3,at-large,3,True,,https://www.hingham-ma.gov/636/Sewer-Commission,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/recreation-commissioner,Commissioner,Recreation Commissioner,True,5,at-large,5,True,,https://www.hingham-ma.gov/634/Recreation-Commission,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.hingham-ma.gov/409/Town-Clerk,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,schema-ready,
Hingham,hingham-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,3,,,https://www.hingham-ma.gov/627/Elected-Boards,https://www.hingham-ma.gov/CivicAlerts.asp?AID=2191&ARC=3459,https://www.hingham-ma.gov/DocumentCenter/View/27908/2026-Town-Election-Results,elected-status-verified-seat-count-unresolved,"Housing Authority is listed as an elected board, but locally elected versus appointed seat composition remains unresolved."
Hinsdale,hinsdale-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,
Hinsdale,hinsdale-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.hinsdalemass.com/DocumentCenter/View/494/Town-Bylaws,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,
Hinsdale,hinsdale-ma/assessor,Assessor,Board of Assessors Member,True,3,at-large,3,True,,https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,
Hinsdale,hinsdale-ma/finance-committee-member,Finance Committee Member,Finance Committee Member,True,9,at-large,3,True,,https://www.hinsdalemass.com/DocumentCenter/View/494/Town-Bylaws,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,"Bylaw establishes nine elected members, three elected annually for three-year terms. Current web roster and June 2026 minutes differ on membership; holder conflict is preserved."
Hinsdale,hinsdale-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.hinsdalemass.com/DocumentCenter/View/494/Town-Bylaws,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,Town bylaws/annual reports establish a five-member elected board. Current web page exposes three names amid vacancy/reorganization history; no silent reduction to three seats is assumed.
Hinsdale,hinsdale-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,
Hinsdale,hinsdale-ma/tree-warden,Tree Warden,Tree Warden,True,1,at-large,3,False,,https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/DocumentCenter/View/3336,https://www.hinsdalemass.com/DocumentCenter/View/3336,schema-ready,
Hinsdale,hinsdale-ma/regional-school-committee-member,Regional School Committee Member,Central Berkshire Regional School Committee Member (Hinsdale),True,2,at-large,4,True,,https://www.hinsdalemass.com/1246/School-Committee,https://www.hinsdalemass.com/1379/Elected-Officials,https://www.hinsdalemass.com/1246/School-Committee,schema-ready,Historical/current Town sources identify two Hinsdale CBRSD representatives on four-year cycles; current second representative remains unresolved.
Holbrook,holbrook-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.holbrookma.gov/Directory.aspx,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://www.holbrookma.gov/Directory.aspx,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.holbrookma.gov/101/Departments,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,5,at-large,3,True,,https://www.holbrookma.gov/Directory.aspx,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.holbrookma.gov/305/Planning-Board,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/school-committee-member,School Committee Member,School Committee Member,True,,at-large,3,,,https://www.holbrookma.gov/228/Elections-Voting,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,elected-status-verified-seat-count-unresolved,2026 ballot verifies two three-year School Committee seats; total current elected committee size remains unresolved.
Holbrook,holbrook-ma/library-trustee,Library Trustee,Library Board of Trustees Member,True,,at-large,3,,,https://www.holbrookma.gov/Directory.aspx,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,elected-status-verified-seat-count-unresolved,Current Town directory and annual-election layer establish voter-filled library trustees; total current elected seat count remains unresolved.
Holbrook,holbrook-ma/assessor,Assessor,Board of Assessors Member,True,3,at-large,3,True,,https://www.holbrookma.gov/255/Board-of-Assessors,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,schema-ready,
Holbrook,holbrook-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,,,,https://www.holbrookma.gov/27/Boards-Committees,https://holbrookma.gov/DocumentCenter/View/1609,https://holbrookma.gov/DocumentCenter/View/1609,elected-status-verified-seat-count-unresolved,"Housing Authority appears in the current municipal board/election layer, but locally elected versus appointed composition remains unresolved."
Holden,holden-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,schema-ready,
Holden,holden-ma/select-board-member,Select Board Member,Board of Selectmen Member,True,5,at-large,3,True,,https://www.holdenma.gov/510/Board-of-Selectmen,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,schema-ready,
Holden,holden-ma/library-trustee,Library Trustee,Trustee of Damon Memorial Library,True,6,at-large,3,True,,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,schema-ready,Two trustee seats are elected annually on the staggered three-year cycle; six-seat total is preserved.
Holden,holden-ma/regional-school-committee-member,Regional School Committee Member,Wachusett Regional School District Committee Member (Holden),True,,at-large,3,,,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,elected-status-verified-seat-count-unresolved,2026 election notice lists two three-year WRSD seats; Holden-specific total allocation remains unresolved.
Holden,holden-ma/housing-authority-member,Housing Authority Member,Holden Housing Authority Member,True,,at-large,5,,,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,https://www.holdenma.gov/home/news/511-annual-town-election-voter-registration-and-absentee-ballot-information,https://www.holdenma.gov/AgendaCenter/ViewFile/Minutes/_02022026-938,elected-status-verified-seat-count-unresolved,2026 election notice lists one five-year elected Housing Authority seat; total locally elected composition remains unresolved.
Holland,holland-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,,True,,https://www.town.holland.ma.us/select-board,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf,https://www.town.holland.ma.us/,schema-ready,Official election archive confirms voter election of Select Board seats; current regular term length was not re-normalized from a current ballot.
Holland,holland-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,,True,,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/uploads/town_of_holland_bylaws_2024.pdf,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf,https://www.town.holland.ma.us/,schema-ready,Current bylaws explicitly provide for five elected Planning Board members; regular term length remains unresolved in this batch.
Holland,holland-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,,at-large,3,,,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf,https://www.town.holland.ma.us/sites/g/files/vyhlif3266/f/alerts/election_6.30.2020_town_results.pdf,https://www.town.holland.ma.us/,elected-status-verified-seat-count-unresolved,Official election archive verifies voter-elected Cemetery Commissioner seats; total commission size remains unresolved.
Holland,holland-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,,False,,https://www.town.holland.ma.us/,https://www.town.holland.ma.us/,https://www.town.holland.ma.us/,schema-ready,"Current municipal election administration is headed by Town Clerk Valerie Lundin; the FY2025 annual report has a dedicated Elected Officials section, but current term length was not safely extracted."
Holliston,holliston-ma/moderator,Moderator,Town Moderator,True,1,at-large,3,False,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/select-board-highway-surveyor,Select Board Member,Select Board Member / Highway Surveyor,True,3,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,The Town styles the same three elected officeholders as Select Board and Highway Surveyors; no duplicate office is created.
Holliston,holliston-ma/assessor,Assessor,Board of Assessors Member,True,3,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/finance-committee-member,Finance Committee Member,Finance Committee Member,True,7,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,3,at-large,5,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,Five-member authority includes one state appointee and one resident appointee; only the remaining three voter-elected seats are modeled.
Holliston,holliston-ma/library-trustee,Library Trustee,Library Trustee,True,6,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/park-commissioner,Park Commissioner,Park Commissioner,True,5,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holliston,holliston-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,Five regular elected members; associate member is appointed by Planning Board and excluded.
Holliston,holliston-ma/school-committee-member,School Committee Member,School Committee Member,True,7,at-large,3,True,,https://www.townofholliston.us/Archive/ViewFile/Item/284,https://www.townofholliston.us/CivicAlerts.aspx?CID=1,https://www.townofholliston.us/Archive/ViewFile/Item/284,schema-ready,
Holyoke,holyoke-ma/mayor,Mayor,Mayor,True,1,at-large,4,False,,https://www.holyoke.org/departments/mayors-office/,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/departments/mayors-office/,schema-ready,
Holyoke,holyoke-ma/city-council-member,Council Member,City Councilor,True,13,mixed,2,False,,https://www.holyoke.org/departments/city-council/,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/city-council-members/,schema-ready,Thirteen-member mixed council: seven ward and six at-large councilors.
Holyoke,holyoke-ma/school-committee-member,School Committee Member,School Committee Member,True,8,mixed,4,True,,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/people?filter_categories%5B%5D=57,schema-ready,Eight separately elected School Committee seats: one at-large plus seven ward seats. Mayor serves ex officio and is modeled only under Mayor.
Holyoke,holyoke-ma/city-clerk,City Clerk,City Clerk,True,1,at-large,4,False,,https://www.holyoke.org/departments/city-clerk/,https://www.holyoke.org/holyoke-city-clerk-brenna-murphy-leary-announces-preliminary-and-municipal-election-races/,https://www.holyoke.org/departments/city-clerk/,schema-ready,
